attendance,cgpa,avg_current_grade,certificates,internships,department,year,gender,residence,school_type,extra_curricular,library_usage,project_involvement,activity_score,gpa_sem1,gpa_sem2,grade_trend,risk_level
67,9.85,7.42,0.59,8,ME,4th,M,Urban,Government,2,9,0,4.3,8.91,6.47,-2.44,1
89,5.56,5.01,2.09,10,CE,2nd,M,Urban,Private,7,12,0,6.04,7.87,8.3,0.43,1
84,6.34,9.03,5.57,6,IT,3rd,M,Urban,Private,5,4,1,5.78,9.42,7.92,-1.5,0
90,7.46,9.76,6.84,10,CE,1st,M,Urban,Private,6,21,0,8.42,7.24,5.94,-1.3,0
78,9.18,4.25,1.38,2,CS,3rd,F,Urban,Government,4,7,0,1.69,8.48,7.05,-1.43,1
78,5.82,4.47,2.45,6,CS,2nd,M,Urban,Private,9,9,1,4.22,7.33,8.38,1.05,1
87,6.38,9.31,1.93,8,CE,4th,M,Urban,Private,6,5,0,4.96,9.29,6.49,-2.8,0
91,5.33,8.89,2.2,4,BIO,4th,M,Rural,Government,9,10,0,3.1,9.97,7.55,-2.42,0
70,8.53,7.71,9.21,10,CS,3rd,M,Urban,Government,10,3,1,9.6,6.22,6.27,0.05,0
91,6.19,9.67,7.16,2,CE,1st,M,Rural,Private,9,1,0,4.58,7.37,5.36,-2.01,0
62,6.94,7.88,7.37,6,EE,1st,F,Urban,Government,2,5,0,6.68,5.41,6.94,1.53,0
98,7.22,5.3,7.94,0,EE,1st,M,Urban,Private,10,12,0,3.97,5.7,8.66,2.96,1
90,9.46,8.37,3.57,6,CS,1st,F,Rural,Government,4,11,0,4.78,9.65,6.07,-3.58,0
66,7.06,7.87,7.67,8,CE,3rd,F,Urban,Private,5,13,0,7.84,7.72,8.77,1.05,0
58,5.73,9.91,9.78,8,CE,4th,M,Urban,Government,8,24,1,8.89,6.98,8.35,1.37,1
90,7.62,5.28,6.98,0,CE,1st,M,Rural,Private,3,7,0,3.49,8.36,7.54,-0.82,1
50,9.81,7.59,4.17,2,BIO,3rd,M,Urban,Private,7,2,0,3.08,7.8,9.86,2.06,0
51,8.04,8.68,7.16,8,CS,3rd,F,Rural,Government,7,4,1,7.58,6.44,9.42,2.98,0
97,9.92,6.03,9.01,2,BIO,3rd,M,Urban,Government,9,21,1,5.5,6.13,7.82,1.69,0
78,9.21,6.28,1.29,2,CE,1st,F,Urban,Government,5,6,0,1.64,7.95,7.79,-0.16,0
82,5.18,9.33,2.65,6,IT,1st,F,Rural,Government,7,17,1,4.32,5.94,6.39,0.45,0
59,8.29,6.43,9.19,2,CE,3rd,M,Urban,Government,4,5,0,5.6,5.7,9.6,3.9,0
99,6.43,7.75,9.46,10,IT,3rd,M,Rural,Private,0,17,0,9.73,6.59,9.48,2.89,0
89,7.8,9.34,4.84,8,EE,3rd,F,Urban,Private,3,7,1,6.42,9.31,8.71,-0.6,0
70,6.4,5.26,3.75,8,IT,4th,F,Urban,Government,10,6,0,5.88,5.18,5.64,0.46,1
77,6.74,9.89,2.83,4,EE,4th,M,Rural,Private,5,1,1,3.42,9.17,8.52,-0.65,0
60,9.62,8.21,4.99,2,CS,2nd,M,Urban,Private,8,3,0,3.5,8.1,6.27,-1.83,0
83,6.03,6.98,9.35,4,BIO,2nd,F,Rural,Government,3,22,1,6.68,5.2,5.94,0.74,0
57,9.37,6.59,1.5,6,BIO,1st,F,Urban,Private,5,8,1,3.75,8.01,8.8,0.79,1
71,5.15,9.73,4.2,4,EE,4th,M,Rural,Government,9,15,0,4.1,7.13,9.8,2.67,1
57,5.45,5.23,9.12,2,EE,2nd,F,Rural,Private,10,18,1,5.56,9.21,5.54,-3.67,2
98,9.27,5.87,3.49,8,CE,3rd,M,Rural,Private,4,9,0,5.74,9.54,5.82,-3.72,0
64,8.15,5.85,7.68,6,ME,3rd,M,Rural,Government,8,7,0,6.84,6.43,6.1,-0.33,1
66,8.74,5.73,3.89,2,EE,1st,M,Urban,Private,9,15,0,2.94,8.92,9.81,0.89,1
72,6.05,6.81,8.05,6,IT,1st,F,Rural,Government,5,24,0,7.02,6.55,8.48,1.93,0
73,7.69,9.94,9.81,0,CS,2nd,F,Urban,Private,2,7,1,4.9,6.48,8.39,1.91,1
94,8.69,9.33,3.88,2,BIO,3rd,F,Urban,Private,1,19,0,2.94,5.96,7.53,1.57,0
68,8.14,5.97,8.45,0,IT,1st,M,Urban,Private,2,3,1,4.22,8.39,7.69,-0.7,2
54,7.36,6.54,9.88,4,BIO,1st,M,Rural,Government,5,22,1,6.94,6.31,6.45,0.14,0
81,9.8,8.02,9.84,2,CS,4th,M,Rural,Government,9,19,0,5.92,7.32,5.77,-1.55,0
93,8.38,4.1,4.34,0,IT,2nd,F,Urban,Private,7,12,0,2.17,9.06,8.9,-0.16,1
50,9.54,8.92,4.86,10,BIO,1st,M,Urban,Government,7,9,0,7.43,8.96,7.35,-1.61,0
72,8.65,9.28,3.03,8,EE,2nd,M,Urban,Government,4,22,0,5.52,9.28,6.28,-3.0,0
86,8.68,9.14,3.14,4,ME,3rd,M,Rural,Government,0,24,1,3.57,5.81,8.16,2.35,0
57,5.4,6.25,4.92,2,EE,2nd,F,Rural,Private,0,8,1,3.46,7.93,6.05,-1.88,1
62,6.8,6.77,2.01,2,BIO,1st,F,Rural,Government,6,24,1,2.0,9.57,7.44,-2.13,0
57,9.29,4.07,7.11,8,CE,4th,F,Urban,Government,1,11,0,7.56,5.21,5.95,0.74,1
72,6.16,6.4,5.36,8,IT,2nd,F,Rural,Government,3,14,0,6.68,8.97,8.8,-0.17,0
92,5.58,6.76,8.98,0,ME,2nd,F,Rural,Government,9,21,0,4.49,6.23,6.6,0.37,1
50,6.63,9.44,8.11,0,IT,3rd,F,Rural,Government,4,0,1,4.06,8.35,7.21,-1.14,1
94,6.1,9.36,3.22,0,CE,4th,F,Rural,Government,7,11,0,1.61,8.59,8.77,0.18,0
73,9.63,9.8,5.06,6,CE,2nd,M,Urban,Government,9,23,1,5.53,9.63,8.3,-1.33,0
84,9.34,9.31,7.51,4,CE,4th,M,Urban,Government,8,13,0,5.76,7.54,7.0,-0.54,0
73,7.5,4.05,1.93,2,BIO,1st,M,Urban,Government,0,21,1,1.96,9.24,5.36,-3.88,1
66,5.31,7.85,0.32,4,EE,4th,M,Urban,Government,8,22,0,2.16,5.23,9.61,4.38,1
54,8.57,4.41,8.52,8,BIO,1st,F,Rural,Private,4,1,0,8.26,7.1,5.04,-2.06,1
69,8.12,5.64,1.38,10,EE,3rd,F,Urban,Private,3,2,1,5.69,7.2,8.67,1.47,1
70,9.85,7.47,8.89,4,ME,3rd,M,Urban,Private,9,5,1,6.44,7.69,9.73,2.04,0
89,7.79,8.2,9.14,4,CE,3rd,M,Urban,Private,4,18,1,6.57,7.41,6.53,-0.88,0
80,6.68,7.93,4.61,0,EE,1st,F,Urban,Private,8,20,1,2.31,9.84,5.38,-4.46,0
95,7.6,4.29,8.07,8,CS,2nd,F,Urban,Government,7,12,1,8.04,5.39,6.25,0.86,0
85,9.9,4.62,3.63,4,CS,1st,F,Rural,Government,9,19,1,3.82,6.33,6.57,0.24,0
60,8.48,4.77,8.58,2,EE,4th,M,Urban,Government,4,20,1,5.29,9.84,7.26,-2.58,1
64,8.36,4.55,8.25,0,ME,4th,F,Rural,Government,10,7,1,4.12,7.23,7.63,0.4,2
68,6.2,5.07,0.79,4,IT,1st,M,Rural,Private,9,3,1,2.4,7.86,8.63,0.77,1
56,8.72,8.13,5.83,8,BIO,3rd,F,Rural,Private,4,24,1,6.92,5.41,9.5,4.09,0
77,8.75,8.99,6.4,10,CE,3rd,F,Urban,Government,0,18,1,8.2,6.42,7.32,0.9,0
92,6.59,6.45,0.01,2,EE,4th,M,Urban,Government,8,6,0,1.0,5.2,8.73,3.53,0
54,7.42,8.16,9.8,10,ME,4th,F,Rural,Private,2,6,1,9.9,5.69,5.64,-0.05,0
54,6.47,5.2,4.07,8,BIO,2nd,M,Urban,Government,0,0,1,6.04,8.17,6.64,-1.53,1
79,6.29,9.84,5.17,8,IT,2nd,F,Rural,Government,4,18,1,6.58,8.82,5.59,-3.23,0
81,5.13,6.1,1.95,8,ME,2nd,F,Rural,Private,9,16,1,4.97,9.35,8.46,-0.89,1
57,6.43,9.08,6.11,10,IT,4th,M,Urban,Government,2,7,1,8.06,6.26,9.54,3.28,0
59,7.77,9.67,8.11,6,CS,2nd,F,Urban,Government,5,20,0,7.06,6.66,9.45,2.79,0
87,5.01,9.19,5.86,2,BIO,4th,F,Rural,Government,6,14,0,3.93,7.85,6.63,-1.22,0
96,6.42,4.4,7.88,8,BIO,4th,F,Urban,Private,10,19,1,7.94,5.42,6.17,0.75,0
81,9.41,7.9,7.31,6,IT,1st,F,Rural,Private,3,18,1,6.65,9.03,6.37,-2.66,0
97,7.97,4.72,2.38,0,CS,2nd,F,Rural,Private,3,6,1,1.19,7.42,6.44,-0.98,1
77,8.04,4.03,4.36,6,CE,1st,F,Urban,Private,1,23,1,5.18,9.83,5.41,-4.42,0
66,7.02,4.31,1.49,0,EE,1st,F,Rural,Private,1,23,0,0.74,5.59,5.67,0.08,2
80,8.38,9.5,0.42,10,CS,2nd,F,Urban,Private,6,12,1,5.21,5.67,6.07,0.4,0
57,5.95,9.45,0.63,6,ME,4th,F,Urban,Private,10,0,0,3.32,6.74,5.04,-1.7,1
89,9.09,5.35,9.42,10,IT,4th,M,Rural,Government,4,6,0,9.71,6.03,5.24,-0.79,0
74,5.58,7.28,9.85,8,BIO,4th,F,Urban,Private,4,4,0,8.93,8.48,8.49,0.01,1
58,8.28,9.73,0.95,6,ME,2nd,F,Rural,Government,1,17,0,3.48,9.73,8.1,-1.63,1
51,6.71,6.98,3.35,6,BIO,4th,F,Urban,Private,6,7,1,4.68,5.45,9.73,4.28,0
64,8.74,6.36,1.14,8,CS,1st,M,Rural,Government,1,14,0,4.57,6.21,7.01,0.8,1
99,7.75,6.9,8.34,0,BIO,3rd,M,Rural,Government,4,17,1,4.17,6.19,7.22,1.03,0
52,7.26,8.74,4.96,8,BIO,2nd,M,Rural,Private,4,5,0,6.48,7.55,5.34,-2.21,0
98,5.85,6.86,6.21,2,BIO,3rd,M,Urban,Government,2,4,1,4.11,7.26,5.76,-1.5,0
85,8.18,8.7,5.4,6,BIO,1st,M,Rural,Private,1,21,1,5.7,8.63,8.46,-0.17,0
53,9.87,6.59,7.1,2,ME,3rd,M,Rural,Government,2,10,0,4.55,8.66,6.18,-2.48,0
63,9.13,5.51,3.19,8,IT,1st,F,Rural,Government,10,7,0,5.6,7.86,8.87,1.01,1
90,5.3,5.96,1.37,10,EE,3rd,M,Urban,Government,4,8,0,5.68,7.96,8.53,0.57,1
90,6.88,4.47,0.18,8,ME,3rd,F,Rural,Private,5,12,0,4.09,9.21,8.74,-0.47,1
74,9.63,6.98,4.46,4,CE,4th,F,Rural,Government,3,2,1,4.23,6.98,8.45,1.47,0
99,7.52,4.89,9.08,2,IT,3rd,F,Rural,Government,6,2,0,5.54,5.06,8.54,3.48,0
59,8.31,8.87,3.05,4,IT,1st,M,Urban,Private,1,6,0,3.52,6.07,7.73,1.66,0
70,9.56,6.52,1.96,2,CE,1st,F,Rural,Private,5,2,1,1.98,5.18,8.39,3.21,1
85,9.37,8.59,9.26,10,CS,1st,F,Urban,Government,8,10,1,9.63,6.97,7.63,0.66,0
61,7.51,9.73,1.05,4,CE,2nd,M,Urban,Private,9,13,1,2.52,6.79,6.03,-0.76,1
76,7.19,9.1,0.52,4,CS,1st,M,Urban,Private,4,20,1,2.26,5.49,6.09,0.6,0
89,6.7,9.71,8.79,2,EE,2nd,F,Urban,Private,3,9,1,5.4,8.78,7.03,-1.75,0
51,8.6,7.41,7.01,8,CS,1st,M,Urban,Private,8,19,0,7.5,7.77,5.07,-2.7,0
62,6.43,4.99,4.22,0,EE,2nd,M,Rural,Government,5,8,0,2.11,6.13,9.45,3.32,2
81,6.25,9.61,7.52,8,EE,3rd,F,Rural,Private,3,11,0,7.76,8.8,6.34,-2.46,0
80,6.78,9.21,7.41,0,BIO,3rd,F,Urban,Government,0,7,1,3.7,8.34,5.26,-3.08,0
65,5.89,9.19,0.4,2,BIO,1st,F,Urban,Private,8,11,0,1.2,5.96,7.12,1.16,1
81,8.48,8.16,6.76,6,CE,2nd,F,Rural,Private,9,8,0,6.38,9.91,9.08,-0.83,0
81,8.08,7.75,6.41,8,EE,4th,F,Rural,Private,2,21,0,7.2,5.89,6.99,1.1,0
83,7.41,4.09,9.64,4,CS,4th,F,Rural,Government,5,17,1,6.82,8.86,6.31,-2.55,0
60,6.95,8.49,9.67,8,ME,4th,F,Urban,Government,0,23,1,8.84,9.84,7.72,-2.12,0
59,9.55,4.55,3.78,2,BIO,3rd,F,Rural,Government,5,16,0,2.89,8.63,7.87,-0.76,1
64,5.15,5.56,5.9,6,IT,3rd,M,Rural,Government,2,10,0,5.95,8.33,8.8,0.47,2
66,8.85,7.31,1.41,6,IT,2nd,M,Urban,Private,2,20,0,3.7,9.52,9.0,-0.52,1
89,9.51,6.71,0.66,8,CS,1st,M,Urban,Government,10,1,0,4.33,6.35,8.53,2.18,0
67,7.23,4.09,4.33,8,BIO,3rd,M,Rural,Private,6,22,1,6.16,6.39,5.02,-1.37,1
58,7.75,8.94,6.9,10,ME,1st,M,Rural,Government,10,20,1,8.45,8.21,5.01,-3.2,0
74,9.72,9.27,5.68,8,EE,4th,F,Urban,Private,8,18,1,6.84,9.41,9.89,0.48,0
89,6.06,8.09,4.3,2,BIO,4th,M,Rural,Government,5,13,1,3.15,8.09,6.32,-1.77,0
63,7.6,7.25,8.18,0,CS,1st,M,Rural,Private,0,22,1,4.09,9.89,6.41,-3.48,1
74,7.37,9.76,7.94,10,EE,2nd,F,Rural,Private,8,2,0,8.97,6.11,8.66,2.55,0
99,6.29,4.72,7.32,0,BIO,4th,M,Rural,Government,4,5,1,3.66,9.13,7.91,-1.22,1
71,9.09,8.43,0.77,4,CE,2nd,F,Rural,Government,1,3,1,2.38,9.64,7.32,-2.32,1
79,9.5,4.77,7.96,2,ME,4th,M,Urban,Private,2,11,0,4.98,7.14,5.58,-1.56,0
69,8.91,6.29,9.19,10,IT,3rd,M,Rural,Private,10,1,1,9.59,9.81,5.41,-4.4,0
70,5.98,7.51,0.59,6,CS,4th,F,Rural,Government,4,24,0,3.3,6.01,8.52,2.51,1
93,5.43,8.42,4.02,10,IT,2nd,M,Urban,Private,1,5,1,7.01,9.76,5.62,-4.14,0
81,8.03,4.02,9.88,4,EE,3rd,M,Rural,Government,2,4,1,6.94,9.51,7.18,-2.33,0
95,5.29,5.56,5.99,6,EE,4th,M,Rural,Private,7,4,1,6.0,5.33,8.68,3.35,1
98,8.36,7.23,5.14,10,CE,3rd,F,Urban,Government,5,7,0,7.57,7.61,9.62,2.01,0
70,7.65,7.2,1.77,6,EE,3rd,F,Urban,Government,1,4,0,3.88,7.64,9.37,1.73,1
84,8.31,7.83,5.65,8,EE,4th,F,Rural,Government,1,23,0,6.82,5.28,9.32,4.04,0
81,7.95,5.82,4.39,6,IT,1st,F,Urban,Private,0,7,1,5.2,5.2,6.79,1.59,0
79,7.11,7.24,1.27,10,IT,1st,F,Rural,Government,6,0,0,5.64,5.03,9.64,4.61,0
88,6.0,5.14,4.64,6,CS,2nd,M,Rural,Government,5,19,0,5.32,7.62,8.42,0.8,0
98,6.53,5.12,1.64,2,CS,2nd,M,Urban,Government,5,8,1,1.82,7.32,9.43,2.11,1
61,7.62,7.46,7.31,8,EE,4th,F,Urban,Government,4,13,1,7.65,9.7,5.44,-4.26,0
90,8.26,8.11,9.74,8,BIO,3rd,F,Rural,Government,2,1,1,8.87,6.71,5.2,-1.51,0
96,8.9,4.72,4.7,4,ME,3rd,M,Rural,Private,7,10,1,4.35,8.29,7.15,-1.14,0
67,8.84,4.74,6.32,8,CS,1st,F,Rural,Private,2,3,0,7.16,5.04,9.14,4.1,1
70,9.86,7.39,4.31,0,EE,1st,M,Urban,Private,4,3,0,2.15,8.32,7.04,-1.28,1
62,6.43,5.62,1.38,2,BIO,3rd,F,Urban,Government,7,16,0,1.69,9.57,9.42,-0.15,1
70,5.36,6.35,9.71,4,BIO,3rd,F,Rural,Private,2,15,1,6.86,6.77,6.17,-0.6,1
57,6.73,6.4,1.3,0,IT,2nd,M,Rural,Government,4,6,1,0.65,6.57,5.2,-1.37,1
95,8.72,5.07,1.12,6,BIO,3rd,M,Rural,Private,10,11,1,3.56,8.13,8.81,0.68,1
89,7.19,4.01,4.59,0,CE,3rd,F,Rural,Private,5,16,0,2.3,6.64,8.13,1.49,1
95,9.09,9.12,6.59,4,IT,4th,F,Rural,Private,0,4,0,5.3,7.01,7.2,0.19,0
56,7.75,8.29,3.55,8,IT,3rd,M,Rural,Private,1,7,0,5.78,6.37,9.23,2.86,0
72,9.65,8.14,1.93,2,CE,1st,M,Rural,Government,6,19,0,1.96,6.72,9.12,2.4,1
93,9.74,7.28,8.19,4,IT,1st,F,Rural,Private,8,4,1,6.1,8.4,6.62,-1.78,0
81,5.35,8.21,3.63,0,CS,2nd,M,Rural,Private,9,10,1,1.82,9.61,9.19,-0.42,1
60,7.28,9.61,1.94,0,IT,2nd,F,Urban,Government,3,18,1,0.97,7.92,6.73,-1.19,1
71,8.05,7.99,3.65,4,CE,4th,F,Urban,Private,4,20,0,3.82,5.05,8.11,3.06,0
71,6.28,5.59,2.15,10,EE,2nd,F,Rural,Private,3,18,0,6.08,6.32,5.96,-0.36,1
92,7.04,7.42,5.19,10,EE,3rd,F,Rural,Government,10,3,0,7.6,9.76,6.32,-3.44,0
74,8.39,6.65,6.68,4,EE,3rd,F,Urban,Private,2,10,0,5.34,9.55,7.24,-2.31,0
71,6.13,7.34,8.0,10,CE,4th,F,Urban,Private,9,18,1,9.0,5.58,6.57,0.99,0
77,8.01,7.11,2.28,4,CE,1st,F,Urban,Government,1,4,1,3.14,9.54,5.65,-3.89,0
78,8.49,9.15,1.67,8,CS,3rd,M,Urban,Government,2,1,0,4.84,9.82,7.41,-2.41,0
62,5.45,7.91,0.2,4,CE,3rd,M,Rural,Private,1,24,0,2.1,6.62,7.56,0.94,1
67,7.49,5.13,2.28,6,BIO,4th,F,Rural,Private,7,18,0,4.14,8.51,5.79,-2.72,1
51,6.32,4.38,0.24,2,EE,1st,M,Urban,Private,0,16,1,1.12,7.8,5.87,-1.93,1
78,8.62,6.55,3.45,2,CE,2nd,F,Rural,Government,4,20,0,2.72,6.69,5.15,-1.54,0
70,5.95,4.09,1.46,6,ME,3rd,F,Rural,Government,0,19,0,3.73,5.77,5.15,-0.62,2
64,9.46,5.91,5.8,0,IT,1st,M,Rural,Private,4,17,0,2.9,6.83,6.79,-0.04,2
76,7.15,6.21,3.84,0,CS,4th,M,Urban,Government,2,14,0,1.92,9.64,5.73,-3.91,0
99,5.99,6.25,0.94,0,EE,4th,F,Urban,Government,8,15,1,0.47,9.06,9.6,0.54,1
80,7.19,9.88,4.0,0,BIO,1st,M,Rural,Private,0,11,1,2.0,6.65,6.0,-0.65,0
64,7.04,5.82,2.09,8,BIO,4th,F,Urban,Government,9,7,1,5.04,7.74,5.33,-2.41,1
72,7.14,5.59,6.8,6,EE,2nd,M,Urban,Government,0,24,1,6.4,7.03,7.02,-0.01,1
73,7.93,4.78,3.64,2,BIO,1st,F,Urban,Government,7,5,1,2.82,7.33,5.96,-1.37,1
93,7.61,7.07,1.47,6,ME,2nd,F,Rural,Government,2,23,0,3.74,8.81,5.31,-3.5,0
62,5.75,4.92,3.5,2,CS,4th,F,Rural,Private,10,17,0,2.75,7.72,8.76,1.04,2
71,5.33,7.7,2.24,0,IT,2nd,M,Rural,Government,6,10,0,1.12,5.91,7.79,1.88,2
92,8.65,4.93,7.96,8,CS,2nd,F,Urban,Private,9,5,0,7.98,6.35,5.29,-1.06,0
86,7.8,7.46,9.83,4,CS,2nd,F,Urban,Private,4,16,0,6.92,7.84,7.34,-0.5,0
82,6.8,8.96,0.25,4,EE,2nd,M,Rural,Private,1,9,0,2.12,8.46,5.19,-3.27,0
52,9.04,4.26,6.9,10,CE,1st,M,Urban,Private,10,18,1,8.45,7.54,6.77,-0.77,1
68,6.94,6.52,2.64,0,IT,4th,F,Urban,Government,6,14,0,1.32,8.1,6.82,-1.28,1
72,8.98,6.77,0.66,0,CS,4th,M,Urban,Private,6,15,0,0.33,8.95,9.11,0.16,1
78,6.53,8.75,0.14,6,ME,3rd,F,Urban,Private,2,22,1,3.07,7.73,8.68,0.95,0
79,5.36,6.81,8.81,8,EE,2nd,F,Rural,Government,5,16,1,8.41,9.89,9.48,-0.41,0
88,9.66,7.41,3.54,8,CE,2nd,F,Rural,Government,4,21,1,5.77,6.18,5.7,-0.48,0
93,6.97,8.75,9.95,6,CE,3rd,M,Urban,Government,0,6,0,7.98,9.6,7.67,-1.93,0
96,8.96,7.36,4.42,8,EE,3rd,M,Rural,Private,0,18,0,6.21,6.24,5.1,-1.14,0
74,6.4,6.15,1.88,8,CS,2nd,M,Rural,Private,1,7,1,4.94,7.66,9.13,1.47,1
86,8.23,4.52,7.77,4,BIO,4th,F,Rural,Government,6,7,1,5.88,7.28,6.83,-0.45,0
96,9.37,8.38,9.26,8,EE,3rd,F,Urban,Government,2,4,1,8.63,6.86,5.35,-1.51,0
57,5.21,9.23,8.16,0,BIO,2nd,F,Rural,Private,8,10,1,4.08,9.81,6.62,-3.19,2
91,9.15,9.82,7.45,4,CE,4th,M,Urban,Government,2,1,0,5.72,6.36,6.43,0.07,0
65,7.86,9.56,3.35,0,CE,1st,M,Rural,Government,9,17,1,1.68,8.37,8.83,0.46,1
57,8.04,8.78,0.64,0,ME,3rd,F,Rural,Private,3,20,1,0.32,9.02,5.63,-3.39,1
50,7.62,7.86,2.01,6,ME,3rd,M,Rural,Government,10,3,0,4.0,5.99,7.78,1.79,0
93,9.37,8.69,4.47,10,CE,4th,M,Rural,Government,7,11,0,7.24,9.87,8.97,-0.9,0
54,5.22,6.59,9.56,8,ME,1st,M,Urban,Government,3,3,1,8.78,7.73,8.7,0.97,1
52,6.31,7.57,7.23,8,ME,4th,M,Rural,Government,6,4,0,7.62,9.57,9.68,0.11,0
50,9.38,6.09,8.28,8,ME,3rd,F,Rural,Government,10,16,0,8.14,8.32,5.0,-3.32,0
53,8.76,5.96,2.77,8,CE,1st,F,Rural,Government,4,22,1,5.38,8.25,6.77,-1.48,1
89,5.09,8.54,6.84,4,CS,2nd,F,Rural,Private,5,18,1,5.42,6.73,6.85,0.12,0
84,7.59,6.72,8.62,2,CS,3rd,M,Rural,Private,7,9,0,5.31,8.85,5.17,-3.68,0
81,7.65,5.27,4.79,0,IT,4th,M,Urban,Government,3,13,1,2.4,5.15,9.09,3.94,1
91,7.0,5.21,4.3,10,ME,4th,M,Urban,Private,5,14,1,7.15,7.78,8.44,0.66,0
83,6.49,9.16,7.19,10,CS,4th,F,Urban,Government,9,13,0,8.6,5.16,7.64,2.48,0
92,8.41,8.07,5.6,2,IT,4th,M,Urban,Private,1,15,0,3.8,6.53,7.03,0.5,0
74,6.04,7.28,9.93,2,EE,4th,F,Rural,Government,8,7,0,5.96,5.48,9.48,4.0,0
59,8.99,6.41,4.25,2,ME,3rd,F,Urban,Private,8,8,0,3.12,9.56,6.32,-3.24,0
70,9.02,6.58,1.76,4,CS,1st,F,Urban,Government,9,7,0,2.88,8.14,6.67,-1.47,1
95,7.08,4.34,4.72,2,CS,4th,M,Rural,Government,9,10,1,3.36,8.34,9.76,1.42,0
88,6.42,6.73,2.35,4,BIO,4th,F,Urban,Government,5,11,0,3.18,9.26,5.32,-3.94,0
76,6.42,8.77,5.61,6,CS,2nd,F,Urban,Private,5,13,1,5.8,8.67,8.9,0.23,0
76,7.41,6.33,1.26,6,BIO,2nd,M,Rural,Private,9,17,1,3.63,5.62,8.59,2.97,0
51,8.6,6.3,9.5,10,IT,1st,F,Urban,Private,6,22,1,9.75,8.09,9.51,1.42,0
90,6.79,4.09,8.6,6,BIO,3rd,M,Urban,Government,3,11,1,7.3,9.89,5.45,-4.44,0
97,8.05,6.75,1.56,4,EE,3rd,F,Urban,Private,6,3,1,2.78,6.07,9.85,3.78,0
62,6.91,4.15,1.72,4,ME,1st,M,Urban,Private,9,12,0,2.86,8.1,5.14,-2.96,1
58,6.52,7.42,5.12,0,CS,1st,F,Rural,Government,0,20,1,2.56,7.82,6.69,-1.13,1
85,5.12,7.04,7.73,2,CE,1st,F,Urban,Government,6,15,1,4.86,6.96,5.42,-1.54,0
71,5.02,9.04,2.19,8,ME,4th,F,Rural,Private,0,9,0,5.1,9.77,5.26,-4.51,1
91,6.14,7.49,0.61,8,CE,3rd,M,Rural,Government,10,20,1,4.3,6.78,9.82,3.04,0
75,7.03,5.94,5.46,2,IT,1st,M,Rural,Private,7,10,0,3.73,5.47,8.6,3.13,0
61,9.26,7.1,6.92,8,CS,2nd,M,Rural,Government,9,24,1,7.46,9.81,7.53,-2.28,0
66,8.99,8.2,2.44,8,ME,4th,F,Urban,Government,5,11,0,5.22,8.65,5.54,-3.11,0
63,6.34,4.56,7.4,8,ME,4th,M,Urban,Private,0,17,0,7.7,6.71,7.63,0.92,1
63,6.22,7.73,9.51,10,CS,4th,M,Urban,Government,10,1,1,9.75,6.4,6.6,0.2,0
83,6.14,9.5,1.37,4,EE,4th,M,Rural,Government,0,18,0,2.68,9.64,6.36,-3.28,0
69,6.7,5.79,5.11,4,IT,1st,M,Rural,Government,3,4,0,4.56,6.37,8.09,1.72,1
60,7.49,7.76,0.57,4,CS,4th,F,Rural,Government,6,19,1,2.28,7.69,8.95,1.26,1
65,7.19,8.93,2.07,2,BIO,2nd,F,Urban,Government,4,9,1,2.04,6.07,7.22,1.15,0
80,6.09,7.07,0.9,6,ME,2nd,F,Urban,Government,4,15,1,3.45,9.98,7.47,-2.51,0
55,5.65,8.31,4.04,10,EE,1st,F,Urban,Government,7,11,1,7.02,8.85,8.26,-0.59,1
68,5.06,5.87,8.21,10,ME,4th,F,Urban,Government,1,8,1,9.1,7.84,5.62,-2.22,2
86,5.77,5.84,5.77,8,CE,2nd,F,Urban,Government,3,2,1,6.88,8.73,9.14,0.41,1
53,8.53,8.01,2.23,0,ME,3rd,M,Urban,Government,3,0,0,1.12,9.58,9.18,-0.4,1
96,6.22,8.23,0.4,4,IT,4th,F,Rural,Government,10,4,1,2.2,9.82,7.71,-2.11,0
53,7.34,9.62,5.53,10,CS,1st,M,Rural,Government,7,7,1,7.76,8.93,5.94,-2.99,0
69,7.96,5.35,1.33,10,ME,3rd,F,Urban,Private,5,16,1,5.66,9.25,7.5,-1.75,1
59,9.43,6.81,3.43,0,BIO,4th,M,Rural,Government,9,0,1,1.72,6.99,5.53,-1.46,1
73,9.44,5.5,5.1,8,CE,3rd,F,Urban,Government,8,12,1,6.55,6.96,8.82,1.86,1
84,8.73,4.48,9.04,10,CE,4th,F,Rural,Government,9,5,1,9.52,9.04,6.56,-2.48,0
75,5.18,6.42,0.82,10,CS,4th,F,Urban,Private,8,14,1,5.41,8.8,6.56,-2.24,1
86,7.88,6.24,6.69,6,CE,2nd,F,Urban,Private,3,6,1,6.35,9.5,9.73,0.23,0
87,8.93,5.62,0.14,0,CS,3rd,M,Urban,Private,9,23,1,0.07,5.67,7.11,1.44,1
70,5.09,5.78,6.3,8,IT,3rd,M,Rural,Private,6,7,0,7.15,8.45,8.95,0.5,2
89,7.75,6.16,5.52,8,CS,1st,F,Urban,Government,2,2,0,6.76,8.24,8.19,-0.05,0
88,9.29,9.93,8.12,4,EE,1st,F,Rural,Government,5,14,0,6.06,8.99,6.58,-2.41,0
70,7.37,8.7,5.32,6,CE,3rd,M,Urban,Government,0,3,1,5.66,5.12,5.62,0.5,0
